No,Link,Sentiment,Penerbit,Tag
468,https://www.cnnindonesia.com/ekonomi/20170109140018-85-185011/pengusaha-spbu-sebut-konsumsi-premium-meningkat-lagi,Positif,cnnindonesia.com,BBM
469,https://www.cnnindonesia.com/ekonomi/20170210124301-85-192598/pertamina-rugi-us-70-juta-akibat-kilangnya-macet-35-kali,Negatif,cnnindonesia.com,Migas
470,https://www.cnnindonesia.com/ekonomi/20171102210625-85-253115/pertamina-sebut-spbu-vivo-bukan-lawan-sebanding,Negatif,cnnindonesia.com,BBM
471,https://www.cnnindonesia.com/ekonomi/20161122174937-85-174509/hexindo-gemilang-resmi-kirim-100-barel-minyak-ke-pertamina,Positif,cnnindonesia.com,Migas
472,https://www.cnnindonesia.com/ekonomi/20160911190251-85-157610/pertamina-segera-lakukan-pengadaan-barang-kilang-balikpapan,Positif,cnnindonesia.com,Migas
473,https://www.cnnindonesia.com/ekonomi/20160701102601-85-142314/pertamina-tergiur-cadangan-minyak-3-miliar-barel-di-iran,Positif,cnnindonesia.com,Migas
474,https://www.cnnindonesia.com/ekonomi/20160804174417-85-149275/pertamina-ep-asset-3-sedot-gas-lebih-banyak-di-kuartal-iv,Positif,cnnindonesia.com,Migas
475,https://www.cnnindonesia.com/ekonomi/20170228090901-85-196665/cuaca-buruk-sempat-bikin-produksi-minyak-cepu-anjlok,Negatif,cnnindonesia.com,Migas
476,https://www.cnnindonesia.com/ekonomi/20160425171603-85-126393/bangun-apartemen-pertamina-di-balikpapan-pt-pp-raup-rp497-m,Positif,cnnindonesia.com,Migas
477,https://www.cnnindonesia.com/ekonomi/20161014075606-85-165431/pertamina-tebus-kapal-tanker-transko-arafura-us-1173-juta,Positif,cnnindonesia.com,Migas
478,https://www.cnnindonesia.com/ekonomi/20160610091548-85-137105/pertamina-bangun-apartemen-khusus-karyawan-di-balikpapan,Netral,cnnindonesia.com,Migas
479,https://www.cnnindonesia.com/olahraga/20170426161025-163-210314/sean-gelael-tak-ingin-fokusnya-terganggu-f1,Positif,cnnindonesia.com,Akademik
480,https://www.cnnindonesia.com/tag/lampung,Netral,cnnindonesia.com,Lainnya
481,https://www.cnnindonesia.com/ekonomi/20161110113151-85-171672/pekerja-pertamina-tolak-pln-menyusup-masuk-ke-pge,Netral,cnnindonesia.com,Bisnis
482,https://www.cnnindonesia.com/nasional/20160428144159-20-127265/longsor-geothermal-di-bengkulu-satu-tewas-empat-hilang,Negatif,cnnindonesia.com,Kecelakaan Kerja
483,https://www.cnnindonesia.com/ekonomi/20160321154538-85-118808/pemkab-pali-minta-izin-menteri-esdm-garap-sumur-migas-tua,Positif,cnnindonesia.com,Migas
484,https://www.cnnindonesia.com/ekonomi/20160310095939-85-116470/unit-5-dan-6-pltp-lahendong-selesai-lebih-cepat-dari-rencana,Positif,cnnindonesia.com,Kecelakaan Kerja
485,https://www.cnnindonesia.com/ekonomi/20170123153925-85-188299/pln-diminta-jangan-ambil-untung-dari-tender-pltgu-jawa-1,Positif,cnnindonesia.com,Migas
486,https://www.cnnindonesia.com/nasional/20161114142837-20-172554/tuntutan-tak-dipenuhi-sopir-tangki-pertamina-mogok-dua-pekan,Negatif,cnnindonesia.com,BBM
487,https://www.cnnindonesia.com/ekonomi/20160916092805-85-158712/china-italia-dan-as-lirik-panas-bumi-indonesia,Positif,cnnindonesia.com,Bisnis
488,https://www.cnnindonesia.com/tag/bbm,Netral,cnnindonesia.com,BBM
489,https://www.cnnindonesia.com/ekonomi/20160725110140-85-146802/tuban-jadi-target-pertamina-berburu-cadangan-migas-baru,Negatif,cnnindonesia.com,Migas
490,https://www.cnnindonesia.com/olahraga/20170214105656-163-193377/ganti-direksi-pertamina-tetap-katrol-merek-lewat-balapan,Netral,cnnindonesia.com,Lainnya
491,https://www.cnnindonesia.com/ekonomi/20160502082108-85-128013/pertamina-cari-pemasok-minyak-tambahan-untuk-kilang-kasim,Positif,cnnindonesia.com,Migas
492,https://www.cnnindonesia.com/ekonomi/20160225045813-85-113355/pemerintah-patok-tkdn-sektor-pertambangan-minimal-62,Positif,cnnindonesia.com,Migas
493,https://www.cnnindonesia.com/tag/inovasi,Netral,cnnindonesia.com,Lainnya
494,https://www.cnnindonesia.com/ekonomi/20161121124952-85-174088/pertamina-gerah-dengan-kehadiran-dan-nama-pertamini,Negatif,cnnindonesia.com,BBM
495,https://www.cnnindonesia.com/ekonomi/20170421144232-85-209266/klhk-ingin-spbu-kantongi-amdal-sebelum-jual-bbg,Netral,cnnindonesia.com,BBM
496,https://www.cnnindonesia.com/olahraga/20160728150648-163-147637/rio-haryanto-rindu-sirkuit-hockenheim-yang-berisik,Positif,cnnindonesia.com,Migas
497,https://www.cnnindonesia.com/olahraga/20160810173708-163-150528/kemenpora-kecewa-rio-haryanto-diganti-manor,Negatif,cnnindonesia.com,Kebakaran
498,https://www.cnnindonesia.com/ekonomi/20170908130321-78-240360/hujan-gerutu-nasabah-kartu-kredit-cas-3-persen,Netral,cnnindonesia.com,Ekonomi
499,https://www.cnnindonesia.com/ekonomi/20160831101257-85-155047/pge-siapkan-us-150-juta-untuk-eksplorasi-3-sumur-panas-bumi,Netral,cnnindonesia.com,Kebakaran
500,https://www.cnnindonesia.com/ekonomi/20171208135417-85-261052/bright-gas-3-kg-siap-beredar-maret-2018,Netral,cnnindonesia.com,Kebakaran
1,https://www.cnnindonesia.com/ekonomi/20260310163403-625-1336461/jaga-pasokan-energi-pertamina-perkuat-monitoring-lewat-digital-hub,Positive,CNN Indonesia,Bisnis
2,https://www.cnnindonesia.com/ekonomi/20260310173220-85-1336490/2-kapal-pertamina-keluar-area-konflik-timteng-pasokan-bbm-ri-aman,Positive,CNN Indonesia,BBM
3,https://www.cnnindonesia.com/ekonomi/20260310113141-625-1336267/sambut-arus-mudik-2026-komut-pertamina-tinjau-spbu-rest-area-km-57,Positive,CNN Indonesia,BBM
4,https://www.cnnindonesia.com/ekonomi/20260309124501-625-1335884/pertamina-dorong-puluhan-umkm-lebih-aktif-dan-berdaya-saat-ramadan,Positive,CNN Indonesia,Bisnis
5,https://www.cnnindonesia.com/ekonomi/20260228193718-85-1332886/pertamina-naikkan-harga-bbm-per-1-maret-pertamax-jadi-rp12300,Negative,CNN Indonesia,BBM
6,https://www.cnnindonesia.com/ekonomi/20260204125234-85-1324472/gagalkan-pencurian-minyak-pertamina-jaga-ketahanan-energi,Positive,CNN Indonesia,Hukum
7,https://www.cnnindonesia.com/ekonomi/20260110193303-85-1315665/mind-id-pertamina-sinergi-percepat-hilirisasi-batu-bara,Positive,CNN Indonesia,Bisnis
8,https://www.kompas.id/artikel/menteri-bahlil-mendapat-sentimen-negatif-829-persen-akibat-kelangkaan-bbm-di-spbu-swasta,Negative,KOMPAS ID,BBM
9,https://www.antaranews.com/berita/5159881/pertamina-imbau-masyarakat-tak-terpengaruh-isu-negatif-etanol-pada-bbm,Netral,ANTARA NEWS,BBM
10,https://sumut.idntimes.com/news/sumatera-utara/bbm-langka-di-medan-ombudsman-sebut-mitigasi-pertamina-buruk-00-f4z9n-r07t77,Negative,IDN Times Sumut,BBM
11,https://ronggo.id/dihantam-cuaca-buruk-kapal-tangker-pertamina-kandas-di-laut-tuban/,Negative,RONGGO ID,Gangguan Operasional
12,https://money.kompas.com/read/2026/03/10/213422026/dua-kapal-pertamina-tertahan-di-teluk-arab-manajemen-tunggu-selat-hormuz-aman,Negative,KOMPAS,Gangguan Operasional
13,https://money.kompas.com/read/2026/03/10/221042926/phe-siapkan-800-sumur-baru-untuk-jaga-produksi-migas-di-tengah-tantangan,Positive,KOMPAS,Migas
14,https://money.kompas.com/read/2026/02/28/115039726/produksi-bahan-bakar-pesawat-dari-jelantah-pertamina-targetkan-ekspor?page=all,Positive,KOMPAS,Bisnis
15,https://www.kompas.id/artikel/dituding-pelapor-kasus-korupsi-pengadaan-lng-pertamina-ahok-berdebat-sengit-dengan-kuasa-hukum,Negative,KOMPAS ID,Hukum
16,https://regional.kompas.com/read/2025/12/05/202915678/pertamina-percepat-pemulihan-layanan-energi-di-aceh-sumut-dan-sumbar?page=all,Netral,KOMPAS,Gangguan Operasional
17,https://surabaya.kompas.com/read/2025/10/28/165626778/banyak-motor-brebet-usai-diisi-pertalite-pertamina-akan-uji-lab-sampel-bbm,Negative,KOMPAS,BBM
18,https://www.kompas.tv/ekonomi/626580/ramai-motor-brebet-usai-isi-pertalite-bahlil-kalau-rusak-nanti-pertamina-tanggung-semuanya#google_vignette,Netral,KOMPAS TV,BBM
19,https://tribratanews.polri.go.id/blog/nasional-3/polisi-selidiki-penyebab-kebakaran-kilang-pertamina-di-dumai-93278,Negative,TRIBRATA,Kebakaran
20,https://news.detik.com/berita/d-8045683/kebakaran-di-pertamina-ep-subang-berhasil-dipadamkan-2-korban-luka-dirawat,Negative,DETIKNEWS,Kebakaran
21,https://halloriau.com/read-hukrim-14611582-2025-10-06-kebakaran-kilang-pertamina-dumai-tim-labfor-temukan-titik-awal-api-proses-penyelidikan-berlanjut.html,Negative,HALLORIAU,Hukum
22,https://regional.kompas.com/read/2025/11/03/161429778/spbu-di-makale-tana-toraja-beroperasi-lagi-usai-kebakaran-pertamina,Netral,KOMPAS,Kebakaran
23,https://www.metrotvnews.com/read/KYVCe4rz-pertamina-optimalkan-efisiensi-operasional-di-tengah-kenaikan-harga-minyak-dunia,Netral,METRONEWS,Ekonomi
24,https://www.dunia-energi.com/pertamina-bor-sumur-infill-di-selat-makassar/,Positive,DUNIA ENERGI,Migas
25,https://www.ruangenergi.com/direktur-operasi-pertamina-drilling-tinjau-dapur-umum-di-pidie-jaya-aceh/,Positive,RUANG ENERGI,Bisnis
26,https://www.kompas.id/artikel/kpk-tahan-anak-eks-direktur-pertamina-diduga-terkait-korupsi-pengadaan-katalis-bbm,Negative,KOMPAS ID,Hukum
27,https://www.dunia-energi.com/pertamina-nre-tawarkan-solusi-terpadu-efisiensi-energi/,Positive,DUNIA ENERGI,Bisnis
28,https://video.kompas.com/watch/1860785/peran-18-tersangka-kasus-korupsi-pertamina-negara-rugi-rp-285-triliun,Negative,KOMPAS,Hukum
29,https://otomotif.kompas.com/read/2026/03/04/111200115/jangan-campur-pertalite-dengan-pertamax-ini-dampaknya,Netral,KOMPAS,BBM
30,https://surabaya.kompas.com/read/2025/10/28/191718578/kualitas-pertalite-diduga-bermasalah-sejumlah-warga-terpaksa-beralih-ke,Negative,KOMPAS,BBM
31,https://www.cnbcindonesia.com/news/20251202110256-4-690253/dukung-sektor-pendidikan-pertamina-gelar-program-tjsl-di-magelang,Positive,CBNC INDONESIA,Akademik
32,https://www.cnbcindonesia.com/news/20260106125831-4-700011/pertamina-dorong-pemulihan-aktivitas-pendidikan-di-pidie-jaya,Positive,CBNC INDONESIA,Akademik
33,https://www.detik.com/kalimantan/berita/d-8184224/3-pekerja-tertimbun-longsor-pt-kilang-pertamina-pt-silog-pastikan-investigasi,Negative,DETIK,Kecelakaan Kerja
34,https://www.antaranews.com/berita/5290837/peringati-hari-disabilitas-internasional-pertamina-wujudkan-lingkungan-kerja-inklusif-dan-ramah-difabel,Positive,ANTARA NEWS,Bisnis
35,https://www.cnnindonesia.com/ekonomi/20250913180410-625-1273381/pertamina-kembangkan-green-hydrogen-ulubelu-ciptakan-lapangan-kerja,Positive,CNN Indonesia,Bisnis
36,https://nasional.kompas.com/read/2025/07/20/17193531/kisah-iqbal-penerima-beasiswa-sobat-bumi-yang-sukses-jadi-perwira-pertamina,Positive,KOMPAS ,Akademik
37,https://kilasbumn.kompas.com/pertamina/read/2025/04/11/16022891/pertamina-berikan-beasiswa-untuk-dorong-akses-pendidikan-local-hero,Positive,KOMPAS,Akademik
38,https://rejogja.republika.co.id/berita/tbopq9282/pertamina-temukan-indikasi-penimbunan-gas-subsidi-di-jateng-jelang-lebaran,Negative,REPUBLIKA,Hukum
39,https://www.antaranews.com/berita/5322634/pertamina-jamin-ketersediaan-elpiji-bersubsidi-di-banyumas-raya,Positive,ANTARA NEWS,BBM
40,https://www.cnbcindonesia.com/market/20260308190403-17-717093/pertamina-geothermal--pgeo--kantongi-laba-rp-23-t-sepanjang-2025,Positive,CBNC INDONESIA,Ekonomi
41,https://insight.kontan.co.id/news/kontribusi-kinerja-pertamina-geothermal-pgeo-dari-proyek-anyar,Positive,KONTAN,Bisnis
42,https://www.dunia-energi.com/skk-migas-sebut-pertamina-ep-sukses-tambah-produksi-minyak-3-ribuan-barel-per-hari-di-lapangan-adera/,Positive,DUNIA ENERGI,Migas
43,https://www.dunia-energi.com/skk-migas-sebut-pertamina-temukan-cadangan-migas-di-blok-mahakam/,Positive,DUNIA ENERGI,Migas
44,https://industri.kontan.co.id/news/kunjungan-wakil-menteri-perminyakan-irak-perkuat-kerja-sama-migas-dengan-pertamina,Positive,KONTAN,Bisnis
45,https://www.tempo.co/ekonomi/kilang-pertamina-internasional-dapat-pinjaman-us-100-juta-2100292,Netral,TEMPO,Ekonomi
46,https://www.cnbcindonesia.com/news/20250819165126-4-659407/kilang-pertamina-akuisisi-14-saham-patra-sk-dari-perusahaan-korea,Positive,CBNC INDONESIA,Bisnis
47,https://www.tempo.co/ekonomi/daftar-harga-bbm-pertamina-per-november-2025-2085539,Netral,TEMPO,BBM
48,https://www.cnbcindonesia.com/news/20250901141830-4-663279/harga-bbm-di-spbu-per-1-september-resmi-berubah-ini-alasan-pertamina,Netral,CBNC INDONESIA,BBM
49,https://regional.kompas.com/read/2025/11/25/180839678/kronologi-pekerja-pertamina-hulu-rokan-tewas-akibat-tower-rig-tumbang?page=all,Negative,KOMPAS,Kecelakaan Kerja
50,https://www.okeline.com/berita-15917-usai-terbit-phr-diduga-sembunyikan-kecelakaan-kerja-corporate-secretary-pertamina-hulu-rokan-menjawab-begini,Negative,OKELINE,Kecelakaan Kerja
51,https://www.detik.com/edu/beasiswa/d-8176632/beasiswa-pertamina-sobat-bumi-2025-tambah-kampus-mitra-pendaftaran-dibuka,Positive,DETIK,Bisnis
52,https://itb.ac.id/berita/itb-bersinar-di-pertamina-goes-to-campus-2024-raih-apresiasi-5-years-of-impact-award/62633,Positive,ITB,Akademik
53,https://money.kompas.com/read/2026/02/14/212000726/antrean-solar-subsidi-disorot-dpr-ini-respons-pertamina,Netral,KOMPAS,BBM
54,https://www.kompas.com/tren/read/2026/02/17/133000565/beredar-video-tabung-lpg-disiram-air-panas-bisa-dipakai-lebih-awet-ini,Netral,KOMPAS,BBM
55,https://papua.antaranews.com/berita/715842/pertamina-papua-jamin-ketersediaan-bbm-saat-pemilu-2024,Positive,ANTARA NEWS,BBM
56,https://www.kompas.tv/amp/info-publik/511010/pertamina-pembelian-lpg-3-kg-wajib-gunakan-ktp-mulai-1-juni-2024?page=all,Netral,KOMPAS,Migas
57,https://www.inilah.com/daftar-bumn-dengan-laba-tertinggi,Positive,INILAH,Opini
58,https://jatim.antaranews.com/berita/710055/pertamina-ihc-targetkan-bali-international-hospital-beroperasi-2024,Positive,ANTARA NEWS,Bisnis
59,https://www.niaga.asia/pertamina-angkat-bicara-isu-pembatasan-bbm-subsidi-mulai-17-agustus-2024/,Netral,NIAGA,BBM
60,https://www.cnnindonesia.com/ekonomi/20240724132912-85-1124965/pertamina-respons-isu-bakal-beli-minyak-rusia,Netral,CNN Indonesia,Migas
61,https://www.cnnindonesia.com/ekonomi/20241224115343-625-1180589/sinergi-pertamina-dan-kementerian-atr-bpn-perkuat-infrastruktur-energi,Positive,CNN Indonesia,Bisnis
62,https://www.cnnindonesia.com/ekonomi/20241205104058-625-1173960/salurkan-jbt-jnkp-pertamina-terima-dana-kompensasi-triwulan-ii-2024,Positive,CNN Indonesia,Ekonomi
63,https://www.cnnindonesia.com/ekonomi/20241224150413-625-1180661/pertamina-dorong-inklusi-difabel-lewat-program-sobat-istimewa-ubud,Positive,CNN Indonesia,Bisnis
64,https://www.cnnindonesia.com/ekonomi/20241114133612-625-1166582/pertamina-jadikan-biofuel-sebagai-kunci-akselerasi-transisi-energi,Positive,CNN Indonesia,Migas
65,https://www.cnnindonesia.com/ekonomi/20241125174828-85-1170480/pipa-bbm-jl-cakung-cilincing-bocor-pertamina-ungkap-dugaan-penyebab,Negative,CNN Indonesia,Kecelakaan Kerja
66,https://www.tempo.co/ekonomi/tanggapan-pertamina-dan-menteri-esdm-soal-isu-pertalite-akan-diganti-pertamax-green-95-41547,Negative,TEMPO,Opini
67,https://www.niaga.asia/beda-dengan-jawa-pertamina-jawab-sebab-antrean-panjang-di-spbu-kalimantan/,Negative,NIAGA,BBM
68,https://www.motorplus-online.com/read/253983081/boleh-atau-tidak-motor-serobot-antrian-pertalite-saat-beli-pertamax-di-spbu-pertamina?page=all,Netral,MOTOR PLUS,Opini
69,https://makassar.tribunnews.com/2024/10/15/warga-kesulitan-dapat-pertalite-di-spbu-bulukumba-sulsel-armada-distribusi-pertamina-terbatas,Negative,TRIBUNNESW,BBM
70,https://bali.bisnis.com/read/20250701/538/1889367/banyak-aduan-gubernur-bali-minta-pertamina-serius-investigasi-bbm-oplosan,Negative,BALI BISNIS,BBM
71,https://nasional.kompas.com/read/2024/11/25/18285391/bersama-lapi-itb-pertamina-patra-niaga-lakukan-investigasi-kualitas-pertamax,Netral,KOMPAS,BBM
72,https://www.dunia-energi.com/setelah-evakuasi-pertamina-investigasi-kebocoran-tbbm-tuban/,Positive,DUNIA ENERGI,Gangguan Operasional
73,https://regional.kompas.com/read/2025/01/21/220052978/puluhan-pipa-tubing-di-bojonegoro-diduga-dicuri-pertamina-investigasi,Negative,KOMPAS,Gangguan Operasional
74,https://www.cnnindonesia.com/ekonomi/20241203185328-85-1173401/pertamina-raup-laba-bersih-rp42-t-per-oktober-2024,Positive,CNN Indonesia,Ekonomi
75,https://nasional.kompas.com/read/2024/12/20/17491561/mypertamina-fair-show-2024-hadir-manjakan-pelanggan-hadirkan-ran-hingga-the,Positive,KOMPAS,Bisnis
76,https://otomotif.kompas.com/read/2024/11/06/064200315/cara-mudah-ganti-data-mypertamina-dapatkan-qr-code-beli-pertalite,Positive,KOMPAS,Bisnis
77,https://moladin.com/news/beli-pertamax-pakai-mypertamina-diskon-rp-300-per-liter-berlaku-sampai-11-september-2024/,Positive,MOLADIN,Bisnis
78,https://otomotif.kompas.com/read/2024/09/10/171200515/daftar-mypertamina-bisa-dilakukan-secara-offline-,Positive,KOMPAS,Bisnis
79,https://otomotif.kompas.com/read/2024/09/10/171200515/daftar-mypertamina-bisa-dilakukan-secara-offline-,Positive,KOMPAS,Bisnis
80,https://www.cnbcindonesia.com/news/20241201171008-4-592496/pertamina-naikkan-harga-bbm-non-subsidi-ternyata-gegara-ini,Negative,CBNC INDONESIA,Ekonomi
81,https://www.kompas.com/cekfakta/read/2024/10/23/153000582/-video-pt-pertamina-beri-penjelasan-soal-isu-larangan-isi-bbm-bagi,Negative,KOMPAS,Opini
82,https://www.cnbcindonesia.com/news/20250625140032-4-643863/wow-laba-pertamina-international-shipping-meroket-6931-di-2024,Positive,CBNC INDONESIA,Ekonomi
83,https://www.ruangenergi.com/kilang-pertamina-internasional-sukses-gelar-event-akbar-international-fire-fighters-summit-2024/,Positive,RUANG ENERGI,Bisnis
84,https://www.cnbcindonesia.com/research/20250317155804-128-619287/pertamina-untuk-negeri-energi-mandiri-ekonomi-berkelanjutan,Positive,CBNC INDONESIA,Bisnis
85,https://www.ruangenergi.com/pt-pertamina-geothermal-energy-tbk-pge-tegaskan-komitmen-keberlanjutan-di-pertamina-investor-day-2024/,Positive,RUANG ENERGI,Bisnis
86,https://www.antaranews.com/berita/4308911/pertamina-pastikan-pasokan-bbm-cukup-selama-pon-2024,Positive,ANTARA NEWS,BBM
87,https://www.ruangenergi.com/kolaborasi-pertamina-toyota-uji-coba-bioethanol-100-di-giias-2024/,Positive,RUANG ENERGI,Bisnis
88,https://www.ruangenergi.com/pertamina-raih-penghargaan-investing-on-climate-editors-choice-award-2024/,Positive,RUANG ENERGI,Akademik
89,https://ekbis.sindonews.com/read/1470919/34/inovasi-karyawan-pertamina-pada-forum-iia-2024-diharapkan-bisa-diaplikasikan-di-perusahaan-1728605457,Positive,SINDO,Bisnis
90,https://rri.co.id/sorong/hukum/1605249/gegara-safety-shoes-karyawan-pertamina-ep-sorong-dipindanakan,Negative,SORONG,Kecelakaan Kerja
91,https://megapolitan.kompas.com/read/2024/04/10/11460771/kesaksian-penjual-gorengan-soal-eks-pegawai-pertamina-ludahi-perempuan,Negative,MEGAPOLITAN,Hukum
92,https://suaraindonesia.co.id/news/peristiwa/66fb926fd5eab/pegawai-pertamina-ditemukan-tewas-di-kamar-hotel-front-one-king-tuban,Negative,SUARAN INDONESIA,Kecelakaan Kerja
93,https://infobanknews.com/setor-rp40173-triliun-ke-negara-dpr-apresiasi-kinerja-pertamina-selama-2024/,Positive,INFOBANKWENS,Bisnis
94,https://www.metrolangkat.com/inspiratif/karyawan-pertamina-dan-mahasiswa-its-adu-gagasan-inovatif-di-forum-iia-2024/,Positive,METROLANGKA,Bisnis
95,https://www.cnnindonesia.com/ekonomi/20250819194859-92-1264167/danantara-pangkas-komisaris-bumn-bagaimana-nasib-pertamina-dan-kai,Negative,CNN Indonesia,Ekonomi
96,https://www.beritatrans.com/artikel/252910/kai-bersama-pertamina-pastikan-pasokan-bbm-stabil-saat-masa-mudik-lebaran/,Positive,BERITA TRANS,Ekonomi
97,https://www.cnbcindonesia.com/news/20251002172618-4-672375/swasta-batal-beli-bbm-karena-kandungan-etanol-ini-respons-pertamina,Negative,CNN Indonesia,Opini
98,https://www.dunia-energi.com/pemenang-lelang-blok-migas-tahap-i-tahun-2024-ada-pertamina-gandeng-sinopec-dan-kufpec/,Positive,DUNIA ENERGI,Bisnis
99,https://www.niaga.asia/beli-pertalite-di-spbu-kaltim-kaltara-pakai-qr-code-daftar-dulu-di-mypertamina/,Positive,NIAGA,Bisnis
100,https://jatim.antaranews.com/berita/811319/pertamina-sosialisasi-bright-gas-guna-dukung-subsidi-tepat-sasaran,Positive,ANTARA NEWS,Bisnis
101,http://metrotvnews.com/read/kBVCMgEA-pertamina-patra-niaga-dukung-penegakan-hukum-atas-penyalahgunaan-bbm-dan-lpg-subsidi,Netral,METRO TV,Hukum
102,https://news.detik.com/berita/d-8434260/pertamina-puji-polri-dalam-penegakan-hukum-penyalahgunaan-bbm-lpg-subsidi,Netral,DETIK NEWS,Hukum
103,https://news.detik.com/berita/d-8434928/kemlu-upayakan-2-kapal-pertamina-bisa-segera-lewati-selat-hormuz,Netral,DETIK NEWS,Migas
104,https://news.detik.com/berita/d-8434002/pertamina-ancam-putus-kerja-sama-penyalur-bbm-dan-lpg-subsidi-nakal,Netral,DETIK NEWS,Hukum
105,https://www.cnnindonesia.com/ekonomi/20260408154634-625-1345655/pertamina-borong-14-proper-emas-dan-108-hijau-dari-kementerian-lh,Positive,CNN Indonesia,Ekonomi
106,https://www.cnnindonesia.com/ekonomi/20260408122420-625-1345517/pertamina-lampaui-target-emisi-imbau-masyarakat-bijak-gunakan-energi,Positive,CNN Indonesia,Ekonomi
107,https://www.cnnindonesia.com/ekonomi/20260404070147-625-1344136/respons-kondisi-geopolitik-terkini-pertamina-dorong-energi-terbarukan,Positive,CNN Indonesia,Ekonomi
108,https://www.cnnindonesia.com/nasional/20250805095225-20-1258797/dua-korban-ledakan-pipa-gas-pertamina-subang-alami-luka-bakar,Negative,CNN Indonesia,Kecelakaan Kerja
109,https://www.cnnindonesia.com/otomotif/20260406093615-579-1344614/motor-terbakar-di-spbu-semarang-bagaimana-cara-penanganannya,Negative,CNN Indonesia,Kebakaran
110,https://www.cnnindonesia.com/ekonomi/20260328122636-625-1342087/pertamina-tanamkan-budaya-hemat-energi-dari-kantor-hingga-masyarakat,Positive,CNN Indonesia,Bisnis
111,https://www.cnnindonesia.com/ekonomi/20250806103116-85-1259274/pasokan-gas-pertamina-kembali-normal-usai-ledakan-pipa-di-subang,Positive,CNN Indonesia,Gangguan Operasional
112,https://www.cnnindonesia.com/ekonomi/20251215160431-625-1306988/pertamina-turun-tangan-bantu-bersihkan-puskesmas-rantau-aceh-tamiang,Positive,CNN Indonesia,Bisnis
113,https://www.cnnindonesia.com/ekonomi/20251202142435-625-1301885/pasok-bbm-di-area-bencana-sumatra-pertamina-kerahkan-amt-lintas-pulau,Positive,CNN Indonesia,BBM
114,https://www.ruangenergi.com/sah-pertamina-drilling-dan-itb-tandatangani-mou-untuk-perkuat-riset-dan-pengembangan-sdm-migas-nasional/,Positive,RUANG ENERGI,Akademik
115,https://itb.ac.id/berita/itb-pertamina-pindad-bpdp-jalin-kerja-sama-strategis-pengembangan-bahan-bakar-nabati/62710,Positive,ITB,Akademik
116,https://unnes.ac.id/ft/id/2025/08/11/pt-pertamina-retail-serahkan-bantuan-csr-sepeda-motor-listrik-untuk-penelitian-mahasiswa-teknik-elektro-ft-unnes/,Positive,UNNES,Akademik
117,https://nasional.kompas.com/read/2025/08/08/12151861/dukung-inovasi-pendidikan-tinggi-indonesia-pertamina-bangun-gedung-riset-di,Positive,KOMPAS,Akademik
118,https://sulteng.antaranews.com/berita/275457/pertamina-membangun-resor-hingga-pusat-penelitian-di-kawasan-ikn,Positive,ANTARA NEWS,Bisnis
119,https://kumparan.com/kumparanbisnis/pertamina-and-bakrie-group-bangun-tempat-riset-stanford-di-ikn-22QmjrjZqc2,Positive,KUMPARAN,Bisnis
120,https://www.ruangenergi.com/pertamina-jajaki-potensi-kerja-sama-riset-pengembangan-dan-implementasi-pengurangan-emisi-karbon/,Positive,KOMPAS,Bisnis
121,https://money.kompas.com/read/2026/04/02/132233026/pertamina-investigasi-penyebab-kebakaran-spbe-cimuning-bekasi,Netral,KOMPAS,Kebakaran
122,https://surabaya.kompas.com/read/2026/03/31/211524378/pertamina-jatimbalinus-ajak-masyarakat-budayakan-hemat-elpiji,Positive,KOMPAS,BBM
123,https://money.kompas.com/read/2026/04/03/150000226/pertamina-hulu-energi-teken-mou-dengan-tiga-raksasa-migas,Positive,KOMPAS,Bisnis
124,https://regional.kompas.com/read/2026/03/31/192752478/harga-bbm-normal-pertamina-minta-warga-sumbar-tak-terpancing-isu,Netral,KOMPAS,Opini
125,https://nasional.kompas.com/read/2026/03/30/08231321/kapal-pertamina-tertahan-di-selat-hormuz-pengamat-posisi-indonesia-dilematis,Negative,KOMPAS,Gangguan Operasional
126,https://money.kompas.com/read/2026/04/01/045500626/pertamina-umumkan-harga-bbm-tidak-naik-per-1-april-2026-,Positive,KOMPAS,BBM
127,https://lestari.kompas.com/read/2026/03/24/130519786/pertamina-perkenalkan-program-hutan-lestari-di-sejumlah-daerah,Positive,KOMPAS,Bisnis
128,https://money.kompas.com/read/2026/03/21/224011626/pertamina-siagakan-layanan-antar-bbm-ke-lokasi-macet-jalur-pantura,Positive,KOMPAS,BBM
129,https://money.kompas.com/read/2026/03/19/112435126/urai-antrean-bbm-di-jalur-mudik-pertamina-siapkan-spbu-modular,Netral,KOMPAS,BBM
130,https://money.kompas.com/read/2026/04/06/134827226/bahlil-rumuskan-harga-bbm-non-subsidi-bersama-swasta-dan-pertamina,Netral,KOMPAS,BBM
131,https://money.kompas.com/read/2026/04/01/164349526/harga-bbm-tak-naik-purbaya-pertamina-tanggung-sementara,Netral,KOMPAS,BBM
132,https://regional.kompas.com/read/2026/03/30/143311078/sulit-bbm-antrean-panjang-mengular-di-spbu-ambon-pertamina-bersuara,Negative,KOMPAS,BBM
133,https://money.kompas.com/read/2026/03/19/053613626/bbm-langka-di-flores-timur-pertamina-minta-maaf,Negative,KOMPAS,BBM
134,https://money.kompas.com/read/2026/03/18/121335726/pertamina-pastikan-stok-bbm-dan-lpg-aman-hingga-arus-balik,Positive,KOMPAS,BBM
